PubMed ID 	 PubMed Central ID 	 Title 	 Authors 	 Year of Publication 	 Month of Publication 	 Digital Object Identifier 	 conjugation[PIA]
26469134	?	Multidrug Resistance in Quinolone-Resistant Gram-Negative Bacteria Isolated from Hospital Effluent and the Municipal Wastewater Treatment Plant.	Vaz-Moreira I,Varela AR,Pereira TV,Fochat RC,Manaia CM	2015	10	http://doi.org//10.1089/mdr.2015.0118	1
26436830	?	Strain ZP - the first bacterial conjugation-based "kill"-"anti-kill" antimicrobial system.	Starcic Erjavec M,Petkovsek Z,Kuznetsova MV,Maslennikova IL,Zgur-Bertok D	2015	10	http://doi.org//10.1016/j.plasmid.2015.10.001	1
26424139	PMC4701777	Environmental Isolate of Rahnella aquatilis Harbors Class 1 Integron.	Koczura R,Mokracka J,Makowska N	2015	09	http://doi.org//10.1007/s00284-015-0917-4	1
26405058	?	Optimisation of a system for the co-translational incorporation of a keto amino acid and its application to a tumour-specific Anticalin.	Reichert AJ,Poxleitner G,Dauner M,Skerra A	2015	09	http://doi.org//10.1093/protein/gzv048	1
26397128	?	Characteristics of Plasmids Coharboring 16S rRNA Methylases, CTX-M, and Virulence Factors in Escherichia coli and Klebsiella pneumoniae Isolates from Chickens in China.	Yang Y,Zhang A,Lei C,Wang H,Guan Z,Xu C,Liu B,Zhang D,Li Q,Jiang W,Pan Y,Yang C	2015	09	http://doi.org//10.1089/fpd.2015.2025	1
26392546	PMC4603490	Assessing sequence plasticity of a virus-like nanoparticle by evolution toward a versatile scaffold for vaccines and drug delivery.	Lu Y,Chan W,Ko BY,VanLang CC,Swartz JR	2015	09	http://doi.org//10.1073/pnas.1510533112	1
26392506	PMC4649174	Characterization of Tn3000, a Transposon Responsible for blaNDM-1 Dissemination among Enterobacteriaceae in Brazil, Nepal, Morocco, and India.	Campos JC,da Silva MJ,dos Santos PR,Barros EM,Pereira Mde O,Seco BM,Magagnin CM,Leiroz LK,de Oliveira TG,de Faria-Junior C,Cerdeira LT,Barth AL,Sampaio SC,Zavascki AP,Poirel L,Sampaio JL	2015	09	http://doi.org//10.1128/AAC.01458-15	0
26392485	PMC4649190	First Report of the IncI1/ST898 Conjugative Plasmid Carrying rmtE2 16S rRNA Methyltransferase Gene in Escherichia coli.	Xia J,Sun J,Li L,Fang LX,Deng H,Yang RS,Li XP,Liao XP,Liu YH	2015	09	http://doi.org//10.1128/AAC.01235-15	0
26385248	?	High frequency of virulence genes among Escherichia coli with the blaCTX-M genotype from diarrheic piglets in China.	Zhang WH,Ren SQ,Gu XX,Li W,Yang L,Zeng ZL,Liu YH,Jiang HX	2015	09	http://doi.org//10.1016/j.vetmic.2015.08.017	1
26377404	PMC4573296	Precise cloning and tandem integration of large polyketide biosynthetic gene cluster using Streptomyces artificial chromosome system.	Nah HJ,Woo MW,Choi SS,Kim ES	2015	09	http://doi.org//10.1186/s12934-015-0325-2	1
26376625	PMC4574183	Functional characterization of DnSIZ1, a SIZ/PIAS-type SUMO E3 ligase from Dendrobium.	Liu F,Wang X,Su M,Yu M,Zhang S,Lai J,Yang C,Wang Y	2015	09	http://doi.org//10.1186/s12870-015-0613-3	1
26369939	PMC4570659	High-level expression of a recombinant active microbial transglutaminase in Escherichia coli.	Salis B,Spinetti G,Scaramuzza S,Bossi M,Saccani Jotti G,Tonon G,Crobu D,Schrepfer R	2015	09	http://doi.org//10.1186/s12896-015-0202-4	1
26353918	?	Purification and characterization of a Shigella conjugate vaccine, produced by glycoengineering Escherichia coli.	Ravenscroft N,Haeuptle MA,Kowarik M,Fernandez FS,Carranza P,Brunner A,Steffen M,Wetter M,Keller S,Ruch C,Wacker M	2015	09	http://doi.org//10.1093/glycob/cwv077	1
26344220	PMC4562062	Genetic Manipulation of Stenotrophomonas maltophilia.	Welker E,Domfeh Y,Tyagi D,Sinha S,Fisher N	2015	05	http://doi.org//10.1002/9780471729259.mc06f02s37	1
26330515	PMC4556805	Function of the CRISPR-Cas System of the Human Pathogen Clostridium difficile.	Boudry P,Semenova E,Monot M,Datsenko KA,Lopatina A,Sekulovic O,Ospina-Bedoya M,Fortier LC,Severinov K,Dupuy B,Soutourina O	2015	09	http://doi.org//10.1128/mBio.01112-15	1
27873711	?	In vivo horizontal dissemination of the blaKPC-2 gene carried on diverse genetic platforms among clinical isolates of Enterobacteriaceae.	Anchordoqui MS,De Belder D,Lucero C,Rapoport M,Faccone D,Rodriguez A,Di Martino A,Martino F,Herrero I,Pasteran F,Corso A,Gomez SA	2015	06	http://doi.org//10.1016/j.jgar.2015.05.001	1
26307462	?	Antibacterial Activity and Biosensing of PVA-Lysozyme Microbubbles Formed by Pressurized Gyration.	Mahalingam S,Xu Z,Edirisinghe M	2015	09	http://doi.org//10.1021/acs.langmuir.5b02005	1
26295796	?	Reduced Susceptibility to Cefepime in Clinical Isolates of Enterobacteriaceae Producing OXA-1 Beta-Lactamase.	Torres E,Lopez-Cerero L,Rodriguez-Martinez JM,Pascual A	2015	08	http://doi.org//10.1089/mdr.2015.0122	1
26293926	?	Interplay between pathogenicity island carriage, resistance profile and plasmid acquisition in uropathogenic Escherichia coli.	Calhau V,Domingues S,Ribeiro G,Mendonca N,Da Silva GJ	2015	Aug	http://doi.org//10.1099/jmm.0.000104	0
26292529	?	First Description of an Extended-Spectrum Cephalosporin- and Fluoroquinolone- Resistant Avian Pathogenic Escherichia coli Clone in Algeria.	Meguenni N,Le Devendec L,Jouy E,Le Corvec M,Bounar-Kechih S,Rabah Bakour D,Kempf I	2015	Mar	http://doi.org//?	1
26284608	?	Conjugation of Ciprofloxacin with Poly(2-oxazoline)s and Polyethylene Glycol via End Groups.	Schmidt M,Harmuth S,Barth ER,Wurm E,Fobbe R,Sickmann A,Krumm C,Tiller JC	2015	08	http://doi.org//10.1021/acs.bioconjchem.5b00393	0
26260388	?	Characterization of the chromosomal integration of Saccharopolyspora plasmid pCM32 and its application to improve production of spinosyn in Saccharopolyspora spinosa.	Chen J,Xia H,Dang F,Xu Q,Li W,Qin Z	2015	08	http://doi.org//10.1007/s00253-015-6871-z	1
26260129	?	Coexistence of a novel KPC-2-encoding MDR plasmid and an NDM-1-encoding pNDM-HN380-like plasmid in a clinical isolate of Citrobacter freundii.	Feng J,Qiu Y,Yin Z,Chen W,Yang H,Yang W,Wang J,Gao Y,Zhou D	2015	08	http://doi.org//10.1093/jac/dkv232	0
26258470	PMC4530879	Biosynthesis of SUMOylated Proteins in Bacteria Using the Trypanosoma brucei Enzymatic System.	Iribarren PA,Berazategui MA,Cazzulo JJ,Alvarez VE	2015	08	http://doi.org//10.1371/journal.pone.0134950	1
26252888	PMC4529152	Antimicrobial Susceptibility and Molecular Mechanisms of Fosfomycin Resistance in Clinical Escherichia coli Isolates in Mainland China.	Li Y,Zheng B,Li Y,Zhu S,Xue F,Liu J	2015	08	http://doi.org//10.1371/journal.pone.0135269	1
26216266	?	Efficient Purification of rhG-CSF and its PEGylated Forms and Evaluation for In Vitro Activities.	Tiwari D,Haque S,Jawed A,Mishra MK,Govender T,Kruger HG	2015	 	http://doi.org//?	1
26210532	?	Characterization of extended-spectrum beta-lactamase (ESBL) producing non-typhoidal Salmonella (NTS) from imported food products.	Bae D,Cheng CM,Khan AA	2015	07	http://doi.org//10.1016/j.ijfoodmicro.2015.07.017	0
26205025	PMC4525407	Emergence of integron borne PER-1 mediated extended spectrum cephalosporin resistance among nosocomial isolates of Gram-negative bacilli.	Maurya AP,Choudhury D,Talukdar AD,Dhar Chanda D,Chakravarty A,Bhattacharjee A	2015	Jun	http://doi.org//10.4103/0971-5916.160718	1
26203763	?	Prevalence of 16S rRNA Methylase Gene rmtB Among Escherichia coli Isolated from Bovine Mastitis in Ningxia, China.	Yu T,He T,Yao H,Zhang JB,Li XN,Zhang RM,Wang GQ	2015	07	http://doi.org//10.1089/fpd.2015.1983	1
26200210	?	Bioconjugation of Oligodeoxynucleotides Carrying 1,4-Dicarbonyl Groups via Reductive Amination with Lysine Residues.	Yang B,Jinnouchi A,Usui K,Katayama T,Fujii M,Suemune H,Aso M	2015	08	http://doi.org//10.1021/acs.bioconjchem.5b00361	1
26194952	?	Molecular characterization of extended-spectrum beta-lactamase-producing Escherichia coli and Klebsiella spp. isolates in Mongolia.	Kao CY,Udval U,Huang YT,Wu HM,Huang AH,Bolormaa E,Yan JJ,Urangoo Z,Batbaatar G,Khosbayar T,Wu JJ	2015	06	http://doi.org//10.1016/j.jmii.2015.05.009	1
26194827	?	High prevalence of multidrug-resistance in Acinetobacter baumannii and dissemination of carbapenemase-encoding genes blaOXA-23-like, blaOXA-24-like and blaNDM-1 in Algiers hospitals.	Khorsi K,Messai Y,Hamidi M,Ammari H,Bakour R	2015	06	http://doi.org//10.1016/j.apjtm.2015.05.011	1
26194736	PMC4508618	Escherichia coli of sequence type 3835 carrying bla NDM-1, bla CTX-M-15, bla CMY-42 and bla SHV-12.	Feng Y,Yang P,Xie Y,Wang X,McNally A,Zong Z	2015	07	http://doi.org//10.1038/srep12275	1
26180132	?	Effective transfer of a 47 kb NDM-1-positive plasmid among Acinetobacter species.	Huang TW,Lauderdale TL,Liao TL,Hsu MC,Chang FY,Chang SC,Khong WX,Ng OT,Chen YT,Kuo SC,Chen TL,Mu JJ,Tsai SF	2015	07	http://doi.org//10.1093/jac/dkv191	1
26167918	?	p39R861-4, A Type 2 A/C2 Plasmid Carrying a Segment from the A/C1 Plasmid RA1.	Anantham S,Harmer CJ,Hall RM	2015	07	http://doi.org//10.1089/mdr.2015.0133	1
26166710	?	A diaminopimelic acid auxotrophic Escherichia coli donor provides improved counterselection following intergeneric conjugation with actinomycetes.	Allard N,Garneau D,Poulin-Laprade D,Burrus V,Brzezinski R,Roy S	2015	06	http://doi.org//10.1139/cjm-2015-0041	1
26162088	PMC4498929	Novel recA-Independent Horizontal Gene Transfer in Escherichia coli K-12.	Kingston AW,Roussel-Rossin C,Dupont C,Raleigh EA	2015	07	http://doi.org//10.1371/journal.pone.0130813	1
26149956	?	Emergence of KPC-2-producing Escherichia coli isolates in an urban river in Harbin, China.	Xu G,Jiang Y,An W,Wang H,Zhang X	2015	07	http://doi.org//10.1007/s11274-015-1897-z	1
26137499	PMC4484883	Generating Isogenic Deletions (Knockouts) in Francisella tularensis, a Highly-infectious and Fastidious Gram-negative Bacterium.	Wu X,Ren G,Huntley JF	2015	Jun	http://doi.org//?	1
26137434	PMC4485707	HaloTag is an effective expression and solubilisation fusion partner for a range of fibroblast growth factors.	Sun C,Li Y,Taylor SE,Mao X,Wilkinson MC,Fernig DG	2015	06	http://doi.org//10.7717/peerj.1060	1
26124213	?	Isolation of novel IncA/C and IncN fluoroquinolone resistance plasmids from an antibiotic-polluted lake.	Flach CF,Johnning A,Nilsson I,Smalla K,Kristiansson E,Larsson DG	2015	06	http://doi.org//10.1093/jac/dkv167	0
26124168	PMC4538537	Imidazolium salts as small-molecule urinary bladder exfoliants in a murine model.	Wagers PO,Tiemann KM,Shelton KL,Kofron WG,Panzner MJ,Wooley KL,Youngs WJ,Hunstad DA	2015	06	http://doi.org//10.1128/AAC.00881-15	1
26120784	?	Ionic Liquid Facilitates the Conjugative Transfer of Antibiotic Resistance Genes Mediated by Plasmid RP4.	Wang Q,Mao D,Luo Y	2015	07	http://doi.org//10.1021/acs.est.5b01129	1
26119172	PMC4701741	Profiling of antimicrobial resistance and plasmid replicon types in beta-lactamase producing Escherichia coli isolated from Korean beef cattle.	Shin SW,Jung M,Shin MK,Yoo HS	2015	 	http://doi.org//10.4142/jvs.2015.16.4.483	1
26116415	?	Effect of plasmids harbouring blaCTX-M on the virulence and fitness of Escherichia coli ST131 isolates.	Shin J,Ko KS	2015	06	http://doi.org//10.1016/j.ijantimicag.2015.04.012	1
26114477	PMC4482697	Malthusian Parameters as Estimators of the Fitness of Microbes: A Cautionary Tale about the Low Side of High Throughput.	Concepcion-Acevedo J,Weiss HN,Chaudhry WN,Levin BR	2015	06	http://doi.org//10.1371/journal.pone.0126915	0
26108344	PMC4481114	Prevalence of tetracycline resistance genes among multi-drug resistant bacteria from selected water distribution systems in southwestern Nigeria.	Adesoji AT,Ogunjobi AA,Olatoye IO,Call DR	2015	06	http://doi.org//10.1186/s12941-015-0093-1	1
26104438	?	Plasmid Diversity and Adaptation Analyzed by Massive Sequencing of Escherichia coli Plasmids.	de Toro M,Garcillaon-Barcia MP,De La Cruz F	2014	Dec	http://doi.org//10.1128/microbiolspec.PLAS-0031-2014	1
26100713	PMC4538553	Characterization of IncI1 sequence type 71 epidemic plasmid lineage responsible for the recent dissemination of CTX-M-65 extended-spectrum beta-lactamase in the Bolivian Chaco region.	Riccobono E,Di Pilato V,Di Maggio T,Revollo C,Bartoloni A,Pallecchi L,Rossolini GM	2015	06	http://doi.org//10.1128/AAC.00589-15	1
26082236	?	Chemical Polysialylation of Recombinant Human Proteins.	Smirnov IV,Vorobiev II,Belogurov AA,Genkin DD,Deyev SM,Gabibov AG	2015	 	http://doi.org//10.1007/978-1-4939-2760-9_26	1
26080734	PMC4557285	Artificial membrane-binding proteins stimulate oxygenation of stem cells during engineering of large cartilage tissue.	Armstrong JP,Shakur R,Horne JP,Dickinson SC,Armstrong CT,Lau K,Kadiwala J,Lowe R,Seddon A,Mann S,Anderson JL,Perriman AW,Hollander AP	2015	06	http://doi.org//10.1038/ncomms8405	1
26078340	?	Bacterial computing with engineered populations.	Amos M,Axmann IM,Bluthgen N,de la Cruz F,Jaramillo A,Rodriguez-Paton A,Simmel F	2015	Jul	http://doi.org//10.1098/rsta.2014.0218	0
26055690	?	Molecular characterization of antimicrobial susceptibility of Salmonella isolates: First identification of a plasmid carrying qnrD or oqxAB in Taiwan.	Kao CY,Chen CA,Liu YF,Wu HM,Chiou CS,Yan JJ,Wu JJ	2015	05	http://doi.org//10.1016/j.jmii.2015.03.004	1
26048929	PMC4510165	Prevalence of Antimicrobial Resistance and Transfer of Tetracycline Resistance Genes in Escherichia coli Isolates from Beef Cattle.	Shin SW,Shin MK,Jung M,Belaynehe KM,Yoo HS	2015	06	http://doi.org//10.1128/AEM.01511-15	0
26047502	PMC4457825	Dissemination of NDM-1-Producing Enterobacteriaceae Mediated by the IncX3-Type Plasmid.	Yang Q,Fang L,Fu Y,Du X,Shen Y,Yu Y	2015	06	http://doi.org//10.1371/journal.pone.0129454	1
26047499	PMC4457809	Integron, Plasmid and Host Strain Characteristics of Escherichia coli from Humans and Food Included in the Norwegian Antimicrobial Resistance Monitoring Programs.	Sunde M,Simonsen GS,Slettemeas JS,Bockerman I,Norstrom M	2015	06	http://doi.org//10.1371/journal.pone.0128797	1
26047498	PMC4457935	Directed Evolution of RecA Variants with Enhanced Capacity for Conjugational Recombination.	Kim T,Chitteni-Pattu S,Cox BL,Wood EA,Sandler SJ,Cox MM	2015	06	http://doi.org//10.1371/journal.pgen.1005278	1
26047112	?	Functional characterization of glutathione S-transferases associated with insecticide resistance in Tetranychus urticae.	Pavlidi N,Tseliou V,Riga M,Nauen R,Van Leeuwen T,Labrou NE,Vontas J	2015	01	http://doi.org//10.1016/j.pestbp.2015.01.009	1
26014927	PMC4505247	First Report of OXA-181-Producing Escherichia coli in China and Characterization of the Isolate Using Whole-Genome Sequencing.	Liu Y,Feng Y,Wu W,Xie Y,Wang X,Zhang X,Chen X,Zong Z	2015	05	http://doi.org//10.1128/AAC.00442-15	1
26013416	?	Co-prevalance of PMQR and 16S rRNA methylase genes in clinical Escherichia coli isolates with high diversity of CTX-M from diseased farmed pigeons.	Yang L,Yang L,Lu DH,Zhang WH,Ren SQ,Liu YH,Zeng ZL,Jiang HX	2015	05	http://doi.org//10.1016/j.vetmic.2015.05.009	1
26011713	PMC4444182	In-frame amber stop codon replacement mutagenesis for the directed evolution of proteins containing non-canonical amino acids: identification of residues open to bio-orthogonal modification.	Arpino JA,Baldwin AJ,McGarrity AR,Tippmann EM,Jones DD	2015	05	http://doi.org//10.1371/journal.pone.0127504	1
25999745	PMC4437039	bla CTX-M-I group extended spectrum beta lactamase-producing Salmonella typhi from hospitalized patients in Lagos, Nigeria.	Akinyemi KO,Iwalokun BA,Alafe OO,Mudashiru SA,Fakorede C	2015	05	http://doi.org//10.2147/IDR.S78876	1
25992814	PMC4436310	Detection of Plasma Protease Activity Using Microsphere-Cytometry Assays with E. coli Derived Substrates: VWF Proteolysis by ADAMTS13.	Gogia S,Lo CY,Neelamegham S	2015	05	http://doi.org//10.1371/journal.pone.0126556	1
25987637	PMC4505199	Transfer of CMY-2 Cephalosporinase from Escherichia coli to Virulent Klebsiella pneumoniae Causing a Recurrent Liver Abscess.	Lin YT,Pan YJ,Lin TL,Fung CP,Wang JT	2015	05	http://doi.org//10.1128/AAC.00492-15	1
25986322	?	High-yield reactivation of anionic tobacco peroxidase overexpressed in Escherichia coli.	Zakharova GS,Poloznikov AA,Chubar TA,Gazaryan IG,Tishkov VI	2015	05	http://doi.org//10.1016/j.pep.2015.05.007	1
25978737	?	Identification of highly reactive cysteine residues at less exposed positions in the Fab constant region for site-specific conjugation.	Shiraishi Y,Muramoto T,Nagatomo K,Shinmi D,Honma E,Masuda K,Yamasaki M	2015	05	http://doi.org//10.1021/acs.bioconjchem.5b00080	1
25977399	?	Description of an original integron encompassing blaVIM-2, qnrVC1 and genes encoding bacterial group II intron proteins in Pseudomonas aeruginosa.	Belotti PT,Thabet L,Laffargue A,Andre C,Coulange-Mayonnove L,Arpin C,Messadi A,M'Zali F,Quentin C,Dubois V	2015	05	http://doi.org//10.1093/jac/dkv103	1
25965384	PMC4429112	Characterization of a Highly pH Stable Chi-Class Glutathione S-Transferase from Synechocystis PCC 6803.	Pandey T,Singh SK,Chhetri G,Tripathi T,Singh AK	2015	05	http://doi.org//10.1371/journal.pone.0126811	1
25946250	PMC4489457	Widespread distribution of CTX-M and plasmid-mediated AmpC beta-lactamases in Escherichia coli from Brazilian chicken meat.	Botelho LA,Kraychete GB,Costa e Silva JL,Regis DV,Picao RC,Moreira BM,Bonelli RR	2015	Apr	http://doi.org//10.1590/0074-02760140389	1
25938892	?	Production and characterization of a camelid single domain antibody-urease enzyme conjugate for the treatment of cancer.	Tian B,Wong WY,Hegmann E,Gaspar K,Kumar P,Chao H	2015	05	http://doi.org//10.1021/acs.bioconjchem.5b00237	1
25914035	?	Isolation of a conjugative F-like plasmid from a multidrug-resistant Escherichia coli strain CM6 using tandem shock wave-mediated transformation.	Soto-Alonso G,Cruz-Medina JA,Caballero-Perez J,Arvizu-Hernandez I,Avalos-Esparza LM,Cruz-Hernandez A,Romero-Gomez S,Rodriguez AL,Pastrana-Martinez X,Fernandez F,Loske AM,Campos-Guillen J	2015	04	http://doi.org//10.1016/j.mimet.2015.04.007	0
25911489	PMC4475885	Heat Shock-Enhanced Conjugation Efficiency in Standard Campylobacter jejuni Strains.	Zeng X,Ardeshna D,Lin J	2015	04	http://doi.org//10.1128/AEM.00346-15	1
25897682	PMC4411287	Designer diatom episomes delivered by bacterial conjugation.	Karas BJ,Diner RE,Lefebvre SC,McQuaid J,Phillips AP,Noddings CM,Brunson JK,Valas RE,Deerinck TJ,Jablanovic J,Gillard JT,Beeri K,Ellisman MH,Glass JI,Hutchison CA 3rd,Smith HO,Venter JC,Allen AE,Dupont CL,Weyman PD	2015	04	http://doi.org//10.1038/ncomms7925	1
25888446	PMC4339299	Preparation of cell-permeable Cre recombinase by expressed protein ligation.	Lyu SK,Kwon H	2015	02	http://doi.org//10.1186/s12896-015-0126-z	1
25884511	?	Outbreak of Serratia marcescens Coproducing ArmA and CTX-M-15 Mediated High Levels of Resistance to Aminoglycoside and Extended-Spectrum Beta-Lactamases, Algeria.	Batah R,Loucif L,Olaitan AO,Boutefnouchet N,Allag H,Rolain JM	2015	04	http://doi.org//10.1089/mdr.2014.0240	1
25881868	?	MinD plays an important role in Aeromonas hydrophila adherence to Anguilla japonica mucus.	Huang L,Qin Y,Yan Q,Lin G,Huang L,Huang B,Huang W	2015	04	http://doi.org//10.1016/j.gene.2015.04.031	1
25853586	?	Distinguishing effects of ultraviolet exposure and chlorination on the horizontal transfer of antibiotic resistance genes in municipal wastewater.	Guo MT,Yuan QB,Yang J	2015	04	http://doi.org//10.1021/acs.est.5b00644	0
25841886	?	Completing the specificity swap: Single-stranded DNA recognition by F and R100 TraI relaxase domains.	Guja KE,Schildbach JF	2015	04	http://doi.org//10.1016/j.plasmid.2015.03.006	0
25833950	PMC4424358	In Vitro Studies Reveal a Sequential Mode of Chain Processing by the Yeast SUMO (Small Ubiquitin-related Modifier)-specific Protease Ulp2.	Eckhoff J,Dohmen RJ	2015	04	http://doi.org//10.1074/jbc.M114.622217	1
25830294	PMC4382111	Factors that affect transfer of the IncI1 beta-lactam resistance plasmid pESBL-283 between E. coli strains.	Handel N,Otte S,Jonker M,Brul S,ter Kuile BH	2015	04	http://doi.org//10.1371/journal.pone.0123039	1
25825433	PMC4420909	Genome Modification in Enterococcus faecalis OG1RF Assessed by Bisulfite Sequencing and Single-Molecule Real-Time Sequencing.	Huo W,Adams HM,Zhang MQ,Palmer KL	2015	03	http://doi.org//10.1128/JB.00130-15	0
25820791	?	Simultaneous capture, detection, and inactivation of bacteria as enabled by a surface-enhanced Raman scattering multifunctional chip.	Wang H,Zhou Y,Jiang X,Sun B,Zhu Y,Wang H,Su Y,He Y	2015	03	http://doi.org//10.1002/anie.201412294	1
25810888	PMC4366725	Optimization of multi-epitopic HIV-1 recombinant protein expression in prokaryote system and conjugation to mouse DEC-205 monoclonal antibody: implication for in-vivo targeted delivery of dendritic cells.	Rahimi R,Ebtekar M,Moazzeni SM,Mostafaie A,Mahdavi M	2015	Feb	http://doi.org//?	1
25791254	?	Detection of extended-spectrum beta-lactamase (ESBL)-producing Enterobacteriaceae in vegetables, soil and water of the farm environment in Tunisia.	Ben Said L,Jouini A,Klibi N,Dziri R,Alonso CA,Boudabous A,Ben Slama K,Torres C	2015	03	http://doi.org//10.1016/j.ijfoodmicro.2015.02.023	1
25790496	?	Coexistence of SFO-1 and NDM-1 beta-lactamase genes and fosfomycin resistance gene fosA3 in an Escherichia coli clinical isolate.	Zhao JY,Zhu YQ,Li YN,Mu XD,You LP,Xu C,Qin P,Ma JL	2014	12	http://doi.org//10.1093/femsle/fnu018	0
25785885	?	Characterization of antimicrobial resistance and extended-spectrum beta-lactamase genes in Escherichia coli isolated from chickens.	Tong P,Sun Y,Ji X,Du X,Guo X,Liu J,Zhu L,Zhou B,Zhou W,Liu G,Feng S	2015	03	http://doi.org//10.1089/fpd.2014.1857	0
25765964	?	Salmonella flagellin is a potent carrier-adjuvant for peptide conjugate to induce peptide-specific antibody response in mice.	Qian F,Guo A,Li M,Liu W,Pan Z,Jiang L,Wu X,Xu H	2015	03	http://doi.org//10.1016/j.vaccine.2015.03.006	1
25764463	?	Genetic characterization of fluoroquinolone resistant Escherichia coli from urban streams and municipal and hospital effluents.	Varela AR,Macedo GN,Nunes OC,Manaia CM	2015	02	http://doi.org//10.1093/femsec/fiv015	1
25759432	?	In vivo horizontal gene transfer of the carbapenemase OXA-48 during a nosocomial outbreak.	Gottig S,Gruber TM,Stecher B,Wichelhaus TA,Kempf VA	2015	03	http://doi.org//10.1093/cid/civ191	1
25759112	?	Molecular epidemiology of carbapenemase-producing Escherichia coli and the prevalence of ST131 subclone H30 in Shanghai, China.	Zhang F,Zhu D,Xie L,Guo X,Ni Y,Sun J	2015	03	http://doi.org//10.1007/s10096-015-2356-3	1
25733873	PMC4547308	Endosymbiotic gene transfer from prokaryotic pangenomes: Inherited chimerism in eukaryotes.	Ku C,Nelson-Sathi S,Roettger M,Garg S,Hazkani-Covo E,Martin WF	2015	03	http://doi.org//10.1073/pnas.1421385112	1
25732912	?	Antimicrobial resistance risk factors and characterisation of faecal E. coli isolated from healthy Labrador retrievers in the United Kingdom.	Schmidt VM,Pinchbeck GL,Nuttall T,McEwan N,Dawson S,Williams NJ	2015	01	http://doi.org//10.1016/j.prevetmed.2015.01.013	1
25724534	?	Isolation and transposition properties of ISBlo11, an active insertion sequence belonging to the IS3 family, from Bifidobacterium longum 105-A.	Sakanaka M,Fukiya S,Kobayashi R,Abe A,Hirayama Y,Kano Y,Yokota A	2015	02	http://doi.org//10.1093/femsle/fnv032	1
25715324	?	A set of robust fluorescent peptide probes for quantification of Cu(ii) binding affinities in the micromolar to femtomolar range.	Young TR,Wijekoon CJ,Spyrou B,Donnelly PS,Wedd AG,Xiao Z	2015	Mar	http://doi.org//10.1039/c4mt00301b	1
25702524	?	Clonal and horizontal spread of the blaOXA-232 gene among Enterobacteriaceae in a Korean hospital.	Jeong SH,Lee KM,Lee J,Bae IK,Kim JS,Kim HS,Song W	2015	02	http://doi.org//10.1016/j.diagmicrobio.2015.02.001	0
25699267	PMC4324493	Synthesis, 68Ga-radiolabeling, and preliminary in vivo assessment of a depsipeptide-derived compound as a potential PET/CT infection imaging agent.	Mokaleng BB,Ebenhan T,Ramesh S,Govender T,Kruger HG,Parboosing R,Hazari PP,Mishra AK,Marjanovic-Painter B,Zeevaart JR,Sathekge MM	2015	01	http://doi.org//10.1155/2015/284354	1
25688065	?	Examination of the cell sensitizing gene orf43 of ICE R391 suggests a role in ICE transfer enhancement to recipient cells.	Armshaw P,Pembroke JT	2014	12	http://doi.org//10.1093/femsle/fnu057	1
25676619	?	Effects of nano-TiO2 on antibiotic resistance transfer mediated by RP4 plasmid.	Qiu Z,Shen Z,Qian D,Jin M,Yang D,Wang J,Zhang B,Yang Z,Chen Z,Wang X,Ding C,Wang D,Li JW	2015	09	http://doi.org//10.3109/17435390.2014.991429	1
25675354	PMC4503323	Cytoplasmic delivery and selective, multicomponent labeling with oligoarginine-linked protein tags.	Zou X,Rajendran M,Magda D,Miller LW	2015	02	http://doi.org//10.1021/bc500550z	1
25664527	PMC4384083	Optimization of electrically active magnetic nanoparticles as accurate and efficient microbial extraction tools.	Cloutier BC,Cloutier AK,Alocilja EC	2015	02	http://doi.org//10.3390/bios5010069	1
25658303	?	The High Prevalence of Plasmid-Mediated Quinolone Resistance Among Very Low Birth-Weight Infants in Poland.	Chmielarczyk A,Pobiega M,de Champs C,Wojkowska-Mach J,Rozanska A,Heczko PB,Guillard T,Bulanda M	2015	02	http://doi.org//10.1089/mdr.2014.0223	1
25658172	?	Distribution of Integrons and Gene Cassettes Among Uropathogenic and Diarrheagenic Escherichia coli Isolates in Iran.	Zeighami H,Haghi F,Masumian N,Hemmati F,Samei A,Naderi G	2015	02	http://doi.org//10.1089/mdr.2014.0147	0
25655386	?	Enhancing tumor-specific intracellular delivering efficiency of cell-penetrating peptide by fusion with a peptide targeting to EGFR.	Nguyen LT,Yang XZ,Du X,Wang JW,Zhang R,Zhao J,Wang FJ,Dong Y,Li PF	2015	02	http://doi.org//10.1007/s00726-015-1928-y	1
25655347	?	Random mutagenesis and overexpression of rhodopin-3,4-desaturase allows the production of highly conjugated carotenoids in Rhodospirillum rubrum.	Autenrieth C,Ghosh R	2015	02	http://doi.org//10.1016/j.abb.2015.01.023	1
25653018	?	Diversity of Plasmids and Antimicrobial Resistance Genes in Multidrug-Resistant Escherichia coli Isolated from Healthy Companion Animals.	Jackson CR,Davis JA,Frye JG,Barrett JB,Hiott LM	2015	02	http://doi.org//10.1111/zph.12178	1
25636612	?	Identification of essential genes and synthetic lethal gene combinations in Escherichia coli K-12.	Mori H,Baba T,Yokoyama K,Takeuchi R,Nomura W,Makishi K,Otsuka Y,Dose H,Wanner BL	2015	 	http://doi.org//10.1007/978-1-4939-2398-4_4	0
25622012	?	An autonomous in vivo dual selection protocol for boolean genetic circuits.	Benes D,Sosik P,Rodriguez-Paton A	2015	01	http://doi.org//10.1162/ARTL_a_00160	1
